Date,Open,High,Low,Close,Volume
2025-03-17,2994.800048828125,3010.89990234375,2991.39990234375,3006.10009765625,142155
2025-03-18,3009.39990234375,3047.5,3008.199951171875,3040.800048828125,177098
2025-03-19,3035.199951171875,3050.89990234375,3030.89990234375,3035.89990234375,175
2025-03-20,3047.300048828125,3047.300048828125,3034.39990234375,3040.0,185
2025-03-21,3034.5,3037.5,3000.89990234375,3018.199951171875,151
2025-03-24,3027.60009765625,3038.39990234375,3007.699951171875,3015.60009765625,202822
2025-03-25,3026.39990234375,3028.800048828125,3023.699951171875,3023.699951171875,74
2025-03-26,3033.199951171875,3033.199951171875,3019.5,3020.89990234375,83
2025-03-27,3025.5,3065.0,3025.5,3060.199951171875,124359
2025-03-28,3069.699951171875,3094.89990234375,3066.800048828125,3086.5,31206
2025-03-31,3091.0,3132.5,3086.0,3122.800048828125,3438
2025-04-01,3157.300048828125,3177.0,3130.5,3146.0,197314
2025-04-02,3120.699951171875,3168.60009765625,3117.39990234375,3139.89990234375,5946
2025-04-03,3150.0,3166.89990234375,3052.0,3097.0,5516
2025-04-04,3110.5,3127.699951171875,3011.0,3012.0,3247
2025-04-07,3055.10009765625,3084.39990234375,2970.39990234375,2973.60009765625,328515
2025-04-08,2994.0,3014.5,2968.39990234375,2968.39990234375,3213
2025-04-09,2965.800048828125,3090.39990234375,2965.800048828125,3056.5,2175
2025-04-10,3099.10009765625,3195.0,3086.10009765625,3177.5,234973
2025-04-11,3182.10009765625,3235.0,3182.10009765625,3222.199951171875,862
2025-04-14,3246.0,3261.60009765625,3208.699951171875,3226.300048828125,189619
2025-04-15,3216.0,3218.699951171875,3214.0,3218.699951171875,390
2025-04-16,3238.300048828125,3334.89990234375,3238.300048828125,3326.60009765625,1874
2025-04-17,3345.0,3345.0,3287.800048828125,3308.699951171875,824
2025-04-21,3347.0,3442.300048828125,3344.0,3425.300048828125,243457
2025-04-22,3435.10009765625,3509.89990234375,3379.10009765625,3419.39990234375,423078
2025-04-23,3321.199951171875,3370.300048828125,3256.199951171875,3276.300048828125,331
2025-04-24,3301.800048828125,3377.0,3301.300048828125,3348.60009765625,239603
2025-04-25,3355.5,3355.5,3266.10009765625,3282.39990234375,162
2025-04-28,3284.5,3332.5,3284.5,3332.5,1300
2025-04-29,3340.0,3340.0,3299.89990234375,3318.800048828125,1278
2025-04-30,3324.5,3337.60009765625,3275.60009765625,3319.10009765625,207722
2025-05-01,3299.0,3300.60009765625,3209.39990234375,3222.199951171875,214691
2025-05-02,3239.89990234375,3257.0,3225.0,3231.89990234375,1349
2025-05-05,3242.699951171875,3315.699951171875,3239.699951171875,3311.300048828125,244
